date,  G,  F,  C,  S,  I
12/15/2010,13.4741,14.0591,14.9281,20.7176,19.605
12/14/2010,13.4732,14.0952,15.0046,20.8293,19.9283
12/13/2010,13.4723,14.1857,14.9908,20.8493,19.8581
12/10/2010,13.4696,14.1631,14.9877,20.9252,19.579
12/9/2010,13.4688,14.1922,14.8981,20.7281,19.5373
12/8/2010,13.4679,14.1805,14.8399,20.6455,19.5633
12/7/2010,13.467,14.219,14.7814,20.6737,19.4919
12/6/2010,13.4661,14.338,14.7736,20.6369,19.437
12/3/2010,13.4635,14.2842,14.7922,20.5737,19.5075
12/2/2010,13.4626,14.2726,14.7533,20.4256,19.3647
12/1/2010,13.4617,14.288,14.5662,20.1925,19.0064
11/30/2010,13.4609,14.3811,14.256,19.7851,18.5064
11/29/2010,13.4601,14.3754,14.3423,19.9135,18.6328
11/26/2010,13.4578,14.3549,14.3578,19.9449,18.9231
11/24/2010,13.4562,14.3302,14.4627,20.0443,19.1451
11/23/2010,13.4554,14.4144,14.2492,19.6295,18.9478
11/22/2010,13.4546,14.3928,14.4554,19.8564,19.4973
11/19/2010,13.4523,14.355,14.4773,19.7668,19.6018
11/18/2010,13.4515,14.3427,14.44,19.6568,19.6275
11/17/2010,13.4507,14.3528,14.2214,19.3426,19.3041
11/16/2010,13.4499,14.3502,14.2158,19.2604,19.1364
11/15/2010,13.4492,14.3203,14.4461,19.6249,19.6441
11/12/2010,13.4468,14.3911,14.4627,19.6089,19.6567
11/10/2010,13.4452,14.4473,14.697,19.9802,19.9389
11/9/2010,13.4444,14.4381,14.6303,19.786,19.8775
11/8/2010,13.4437,14.4957,14.7442,20.0228,20.0377
11/5/2010,13.4413,14.5055,14.7735,20.0093,20.1195
11/4/2010,13.4405,14.5403,14.715,19.9166,20.2713
11/3/2010,13.4397,14.4822,14.4344,19.4943,19.7832
11/2/2010,13.439,14.4933,14.3789,19.4441,19.6584
11/1/2010,13.4382,14.465,14.2682,19.172,19.4579
10/29/2010,13.4374,14.4629,14.2545,19.2097,19.4476
10/28/2010,13.435,14.4328,14.2607,19.1252,19.4503
10/27/2010,13.4343,14.4056,14.2435,19.1672,19.2309
10/26/2010,13.4335,14.4348,14.2801,19.1931,19.4818
10/25/2010,13.4327,14.4726,14.2799,19.1953,19.6895
10/22/2010,13.4303,14.4669,14.2492,19.085,19.5301
10/21/2010,13.4296,14.4741,14.2152,18.9476,19.5144
10/20/2010,13.4288,14.4959,14.1894,19,19.5659
10/19/2010,13.428,14.4869,14.0396,18.7606,19.2518
10/18/2010,13.4272,14.4689,14.2658,19.1336,19.6309
10/15/2010,13.4249,14.4242,14.1634,19.0143,19.6196
10/14/2010,13.4241,14.4646,14.1349,19.0053,19.7384
10/13/2010,13.4233,14.5005,14.1863,19.0745,19.5132
10/12/2010,13.4225,14.4941,14.0844,18.8618,19.3334
10/8/2010,13.4194,14.5038,14.0288,18.7604,19.3672
10/7/2010,13.4186,14.4943,13.9436,18.5518,19.386
10/6/2010,13.4178,14.4846,13.9664,18.5665,19.2995
10/5/2010,13.417,14.4413,13.9686,18.6876,19.0744
10/4/2010,13.4163,14.4363,13.6836,18.2551,18.7056
10/1/2010,13.4139,14.4118,13.7933,18.4578,18.8485
9/30/2010,13.4131,14.411,13.7324,18.3867,18.7672
9/29/2010,13.4124,14.4085,13.7748,18.3973,18.8825
9/28/2010,13.4116,14.4299,13.8088,18.3641,18.8607
9/27/2010,13.4108,14.4045,13.7399,18.2029,18.8104
9/24/2010,13.4085,14.353,13.818,18.2577,18.7782
9/23/2010,13.4077,14.3807,13.5313,17.7583,18.3908
9/22/2010,13.4069,14.3873,13.6449,17.9063,18.6151
9/21/2010,13.4061,14.3757,13.7093,18.0724,18.5915
9/20/2010,13.4054,14.3188,13.7443,18.1802,18.49
9/17/2010,13.403,14.2981,13.538,17.8081,18.2698
9/16/2010,13.4022,14.2955,13.527,17.7473,18.3108
9/15/2010,13.4015,14.3163,13.5297,17.8179,18.3812
9/14/2010,13.4007,14.3423,13.4816,17.7446,18.4036
9/13/2010,13.3999,14.3055,13.4912,17.7749,18.2785
9/10/2010,13.3976,14.2643,13.3381,17.4313,17.9797
9/9/2010,13.3968,14.2769,13.2732,17.3817,17.9996
9/8/2010,13.396,14.3345,13.2095,17.358,17.8191
9/7/2010,13.3953,14.3495,13.122,17.2356,17.7696
9/3/2010,13.3921,14.3039,13.2734,17.5383,17.9153
9/2/2010,13.3914,14.3285,13.0999,17.2807,17.6502
9/1/2010,13.3906,14.3427,12.9813,17.0645,17.5741
8/31/2010,13.3897,14.3865,12.6074,16.4952,17.0906
8/30/2010,13.3888,14.3591,12.6019,16.4809,17.0166
8/27/2010,13.386,14.3081,12.7877,16.8039,17.1147
8/26/2010,13.3851,14.3837,12.5757,16.4009,16.9363
8/25/2010,13.3841,14.3588,12.6728,16.5291,16.8707
8/24/2010,13.3832,14.3729,12.6298,16.3545,16.9203
8/23/2010,13.3823,14.3342,12.8155,16.5985,17.2035
8/20/2010,13.3795,14.3235,12.8673,16.7755,17.1438
8/19/2010,13.3786,14.3463,12.9144,16.7893,17.3842
8/18/2010,13.3777,14.3115,13.1364,17.1411,17.6093
8/17/2010,13.3767,14.3128,13.1154,17.087,17.6148
8/16/2010,13.3758,14.3435,12.9538,16.8003,17.4608
8/13/2010,13.373,14.2876,12.9515,16.7229,17.3632
8/12/2010,13.3721,14.2628,13.0033,16.85,17.389
8/11/2010,13.3712,14.2861,13.0718,16.9217,17.3979
8/10/2010,13.3703,14.2558,13.4444,17.5446,18.1712
8/9/2010,13.3693,14.2426,13.5247,17.8299,18.3141
8/6/2010,13.3666,14.2451,13.4507,17.6548,18.2289
8/5/2010,13.3656,14.2112,13.4992,17.7183,18.1674
8/4/2010,13.3647,14.1955,13.5157,17.8427,18.1215
8/3/2010,13.3638,14.2153,13.4299,17.6529,18.2672
8/2/2010,13.3629,14.1797,13.4944,17.8051,18.1526
7/30/2010,13.3609,14.2053,13.2035,17.4727,17.6449
7/29/2010,13.359,14.1591,13.2027,17.4288,17.773
7/28/2010,13.358,14.1524,13.2557,17.477,17.7361
7/27/2010,13.3571,14.1261,13.3474,17.7127,17.6444
7/26/2010,13.3561,14.1386,13.3612,17.8362,17.6722
7/23/2010,13.3532,14.1292,13.2133,17.4998,17.5305
7/22/2010,13.3522,14.15,13.1053,17.1905,17.2858
7/21/2010,13.3512,14.1618,12.8164,16.6696,16.8371
7/20/2010,13.3503,14.1324,12.9812,16.9379,17.0697
7/19/2010,13.3493,14.1163,12.8341,16.6592,17.0054
7/16/2010,13.3464,14.1283,12.7579,16.573,16.9286
7/15/2010,13.3454,14.1077,13.1358,17.1543,17.4351
7/14/2010,13.3445,14.0708,13.1203,17.2317,17.3552
7/13/2010,13.3435,14.0295,13.122,17.2694,17.2008
7/12/2010,13.3425,14.0518,12.9225,16.8117,16.9142
7/9/2010,13.3396,14.0403,12.9124,16.9516,16.9197
7/8/2010,13.3387,14.0506,12.8203,16.7426,16.9798
7/7/2010,13.3377,14.0601,12.7005,16.5461,16.8297
7/6/2010,13.3367,14.0775,12.3087,15.9697,16.4072
7/2/2010,13.3328,14.0427,12.2429,16.0921,16.1077
7/1/2010,13.3319,14.0625,12.3,16.2233,16.0829
6/30/2010,13.3308,14.0548,12.339,16.3298,15.9275
6/29/2010,13.3298,14.0538,12.4635,16.4723,16.0199
6/28/2010,13.3287,14.0337,12.8621,17.1251,16.5668
6/25/2010,13.3255,13.9908,12.8859,17.2002,16.6649
6/24/2010,13.3245,13.9793,12.849,16.9576,16.5941
6/23/2010,13.3234,13.992,13.0684,17.2518,16.7917
6/22/2010,13.3224,13.9703,13.1072,17.2829,16.8204
6/21/2010,13.3213,13.9331,13.3196,17.6625,17.0057
6/18/2010,13.3181,13.9264,13.3707,17.8066,16.9551
6/17/2010,13.3171,13.9361,13.3533,17.8051,16.9024
6/16/2010,13.316,13.884,13.3344,17.8312,16.8644
6/15/2010,13.315,13.8667,13.3414,17.9039,16.9437
6/14/2010,13.3139,13.8793,13.0353,17.4662,16.5035
6/11/2010,13.3107,13.8978,13.0583,17.3873,16.3606
6/10/2010,13.3097,13.8394,12.9967,17.1652,16.3444
6/9/2010,13.3086,13.9094,12.6245,16.6115,15.7066
6/8/2010,13.3076,13.9173,12.6989,16.5876,15.7434
6/7/2010,13.3065,13.9103,12.5593,16.5597,15.5546
6/4/2010,13.3033,13.9084,12.7312,16.9445,15.7686
6/3/2010,13.3023,13.8185,13.1844,17.7237,16.4111
6/2/2010,13.3012,13.8281,13.1304,17.5538,16.369
6/1/2010,13.3002,13.8468,12.7977,17.0436,16.0481
5/28/2010,13.299,13.8385,13.0207,17.5407,16.2114
5/27/2010,13.2942,13.8103,13.1834,17.7446,16.451
5/26/2010,13.293,13.8641,12.7591,17.0298,15.6852
5/25/2010,13.2918,13.8904,12.8296,16.9601,15.8083
5/24/2010,13.2906,13.8767,12.825,16.9714,15.9695
5/21/2010,13.2871,13.9018,12.9924,17.1645,16.2311
5/20/2010,13.2859,13.8853,12.8002,16.8942,15.9737
5/19/2010,13.2847,13.8478,13.3176,17.7245,16.453
5/18/2010,13.2835,13.8537,13.3852,17.9257,16.4577
5/17/2010,13.2823,13.8139,13.5756,18.2327,16.751
5/14/2010,13.2787,13.8237,13.5582,18.2152,16.749
5/13/2010,13.2775,13.7616,13.8176,18.6414,17.2519
5/12/2010,13.2763,13.7478,13.9866,18.7969,17.3753
5/11/2010,13.2752,13.7492,13.7923,18.3195,17.2289
5/10/2010,13.274,13.7518,13.8366,18.2452,17.4703
5/7/2010,13.2704,13.7815,13.2538,17.3319,16.5381
5/6/2010,13.2692,13.8304,13.4592,17.7935,16.7818
5/5/2010,13.268,13.7667,13.9075,18.4563,17.3414
5/4/2010,13.2669,13.7387,13.995,18.7259,17.6179
5/3/2010,13.2657,13.6951,14.3367,19.3099,18.2487
4/30/2010,13.2619,13.7214,14.1512,18.9648,18.2551
4/29/2010,13.2607,13.6888,14.391,19.402,18.3286
4/28/2010,13.2595,13.657,14.2059,19.043,18.1434
4/27/2010,13.2583,13.6989,14.1122,18.9954,18.2329
4/26/2010,13.257,13.64,14.4498,19.4817,18.8918
4/23/2010,13.2533,13.6333,14.512,19.5443,18.8356
4/22/2010,13.2521,13.6535,14.4093,19.3358,18.6247
4/21/2010,13.2509,13.6741,14.3762,19.1314,18.9003
4/20/2010,13.2497,13.6432,14.3911,19.0601,18.9695
4/19/2010,13.2484,13.6415,14.2759,18.8061,18.8188
4/16/2010,13.2447,13.6646,14.2116,18.8928,19.0519
4/15/2010,13.2435,13.6201,14.4442,19.1501,19.3309
4/14/2010,13.2423,13.6071,14.432,19.1389,19.2572
4/13/2010,13.2411,13.6265,14.2725,18.8067,19.0683
4/12/2010,13.2398,13.6084,14.2617,18.7626,19.1785
4/9/2010,13.2361,13.568,14.2367,18.7174,19.0072
4/8/2010,13.2349,13.5586,14.1421,18.5797,18.749
4/7/2010,13.2337,13.5686,14.094,18.5735,18.8782
4/6/2010,13.2325,13.5027,14.1711,18.6592,18.9043
4/5/2010,13.2312,13.4839,14.1472,18.5704,18.9139
4/1/2010,13.2263,13.5574,14.0354,18.2498,18.9196
3/31/2010,13.2252,13.5767,13.9317,18.0922,18.6945
3/30/2010,13.224,13.5595,13.9773,18.1864,18.663
3/29/2010,13.2229,13.5662,13.9751,18.1694,18.6524
3/26/2010,13.2194,13.5625,13.8939,18.0415,18.5204
3/25/2010,13.2183,13.5368,13.8835,18.0477,18.3305
3/24/2010,13.2171,13.5683,13.907,18.1859,18.3761
3/23/2010,13.216,13.637,13.9835,18.3186,18.5919
3/22/2010,13.2148,13.6357,13.8824,18.142,18.4998
3/19/2010,13.2114,13.6201,13.8116,17.9282,18.5079
3/18/2010,13.2102,13.6263,13.8822,18.1185,18.5861
3/17/2010,13.2091,13.6399,13.8863,18.2024,18.7514
3/16/2010,13.2079,13.6308,13.8058,18.0739,18.6668
3/15/2010,13.2068,13.6034,13.699,17.9053,18.3571
3/12/2010,13.2033,13.5947,13.6927,17.9723,18.5302
3/11/2010,13.2022,13.5899,13.6954,17.949,18.4015
3/10/2010,13.201,13.5862,13.6357,17.8891,18.3892
3/9/2010,13.1999,13.5913,13.5725,17.7468,18.2774
3/8/2010,13.1987,13.5766,13.5485,17.6983,18.3228
3/5/2010,13.1953,13.5781,13.5484,17.6639,18.2951
3/4/2010,13.1942,13.6111,13.361,17.3644,17.9741
3/3/2010,13.193,13.6028,13.3108,17.323,18.0858
3/2/2010,13.1919,13.6002,13.3031,17.3054,17.8268
3/1/2010,13.1907,13.5897,13.2721,17.1688,17.7218
2/26/2010,13.1896,13.5919,13.1384,16.8475,17.5899
2/25/2010,13.1862,13.5596,13.1195,16.8434,17.4162
2/24/2010,13.185,13.535,13.1436,16.8204,17.5861
2/23/2010,13.1839,13.5381,13.0148,16.6859,17.4501
2/22/2010,13.1828,13.487,13.1739,16.9115,17.7113
2/19/2010,13.1794,13.4762,13.1871,16.9066,17.6368
2/18/2010,13.1782,13.4714,13.1567,16.8356,17.6861
2/17/2010,13.1771,13.4958,13.0697,16.7356,17.6515
2/16/2010,13.176,13.5318,13.0114,16.6271,17.6138
2/12/2010,13.1714,13.5121,12.7795,16.3518,17.2076
2/11/2010,13.1703,13.4906,12.8116,16.223,17.3579
2/10/2010,13.1692,13.503,12.6869,15.9513,17.1977
2/9/2010,13.1681,13.5351,12.712,15.9528,17.2824
2/8/2010,13.1669,13.5589,12.5484,15.7432,16.9555
2/5/2010,13.1635,13.5807,12.6559,15.854,17.0327
2/4/2010,13.1624,13.552,12.6197,15.7997,17.2864
2/3/2010,13.1613,13.5096,13.0248,16.3563,17.9244
2/2/2010,13.1602,13.5346,13.0918,16.4604,18.1247
2/1/2010,13.1591,13.5194,12.924,16.2907,17.8712
1/29/2010,13.1578,13.5399,12.7423,16.0615,17.5787
1/28/2010,13.154,13.5078,12.8685,16.2295,17.7963
1/27/2010,13.1527,13.5115,13.0214,16.4246,17.9697
1/26/2010,13.1515,13.5154,12.9574,16.3049,18.1558
1/25/2010,13.1502,13.5162,13.012,16.4107,18.258
1/22/2010,13.1464,13.5315,12.9525,16.3856,18.0979
1/21/2010,13.1451,13.5344,13.2451,16.7235,18.4843
1/20/2010,13.1439,13.5051,13.5006,16.9303,18.6913
1/19/2010,13.1426,13.4826,13.6432,17.0686,19.2067
1/15/2010,13.1375,13.4971,13.4749,16.8272,19.0757
1/14/2010,13.1363,13.4688,13.6219,17.0413,19.2576
1/13/2010,13.135,13.4342,13.5885,17.0006,19.0943
1/12/2010,13.1337,13.464,13.4753,16.8078,19.0555
1/11/2010,13.1325,13.4109,13.6027,17.0409,19.2349
1/8/2010,13.1287,13.4039,13.5791,17.0415,19.1204
1/7/2010,13.1274,13.3912,13.5401,16.9627,18.8621
1/6/2010,13.1262,13.3989,13.4854,16.8712,18.9418
1/5/2010,13.1249,13.4095,13.4722,16.8252,18.951
1/4/2010,13.1237,13.3511,13.4303,16.7819,18.8929
12/31/2009,13.1195,13.3347,13.2177,16.4609,18.5372
12/30/2009,13.1185,13.3583,13.3518,16.6334,18.5516
12/29/2009,13.1174,13.3391,13.3479,16.6443,18.6664
12/28/2009,13.1164,13.3206,13.3643,16.6732,18.5778
12/24/2009,13.1122,13.3375,13.346,16.6967,18.4617
12/23/2009,13.1112,13.3715,13.2762,16.609,18.3808
12/22/2009,13.1102,13.3745,13.243,16.4742,18.2151
12/21/2009,13.1091,13.4043,13.1941,16.3419,18.1719
12/18/2009,13.106,13.4648,13.0578,16.1782,18.1298
12/17/2009,13.105,13.4901,12.9823,16.0387,18.1575
12/16/2009,13.1039,13.4298,13.1367,16.2081,18.578
12/15/2009,13.1029,13.4207,13.1217,16.1,18.3543
12/14/2009,13.1019,13.4463,13.1949,16.1353,18.4909
12/11/2009,13.0987,13.4485,13.1034,15.8954,18.3215
12/10/2009,13.0977,13.4643,13.053,15.7823,18.3234
12/9/2009,13.0967,13.4847,12.976,15.7562,18.283
12/8/2009,13.0956,13.4952,12.927,15.7425,18.3315
12/7/2009,13.0946,13.4615,13.0595,15.8679,18.6847
12/4/2009,13.0915,13.4295,13.0914,15.8664,18.7554
12/3/2009,13.0905,13.4742,13.0193,15.6271,18.7629
12/2/2009,13.0894,13.4963,13.1292,15.796,18.8066
12/1/2009,13.0884,13.5146,13.1231,15.6748,18.7561
11/30/2009,13.0873,13.5451,12.9659,15.4454,18.275
11/27/2009,13.0839,13.5355,12.9156,15.4006,18.1971
11/25/2009,13.0816,13.4998,13.1389,15.7305,18.804
11/24/2009,13.0805,13.4907,13.0782,15.6639,18.4718
11/23/2009,13.0794,13.4619,13.0844,15.7064,18.6321
11/20/2009,13.076,13.4554,12.9082,15.5321,18.231
11/19/2009,13.0749,13.4561,12.9476,15.5946,18.3713
11/18/2009,13.0738,13.4479,13.1235,15.8971,18.7311
11/17/2009,13.0727,13.4643,13.1275,15.9536,18.7703
11/16/2009,13.0716,13.4652,13.1139,15.9585,18.8754
11/13/2009,13.0682,13.4137,12.9245,15.6337,18.59
11/12/2009,13.0671,13.3965,12.851,15.5006,18.5006
11/10/2009,13.0648,13.3704,12.9173,15.6419,18.534
11/9/2009,13.0637,13.3616,12.9149,15.7061,18.6765
11/6/2009,13.0603,13.3491,12.6306,15.3811,18.1586
11/5/2009,13.0592,13.3298,12.5973,15.4009,18.1661
11/4/2009,13.0581,13.3103,12.359,15.0186,17.9861
11/3/2009,13.057,13.3333,12.3411,15.1144,17.6436
11/2/2009,13.0559,13.361,12.3112,14.897,17.9044
10/30/2009,13.0537,13.3719,12.2325,14.8721,17.7148
10/29/2009,13.0515,13.3142,12.5856,15.306,18.232
10/28/2009,13.0505,13.3546,12.3077,14.962,17.737
10/27/2009,13.0494,13.3244,12.5514,15.4615,18.2538
10/26/2009,13.0483,13.2769,12.5933,15.6323,18.271
10/23/2009,13.0451,13.3052,12.7421,15.8374,18.629
10/22/2009,13.044,13.3248,12.8991,16.1006,18.8605
10/21/2009,13.0429,13.3207,12.7624,15.9194,18.7517
10/20/2009,13.0418,13.351,12.8748,16.1009,18.824
10/19/2009,13.0408,13.3175,12.9545,16.2713,18.8344
10/16/2009,13.0375,13.3067,12.8341,16.1118,18.5419
10/15/2009,13.0364,13.2856,12.9386,16.2882,18.7291
10/14/2009,13.0354,13.3064,12.8856,16.2522,18.7579
10/13/2009,13.0343,13.3458,12.6629,15.9584,18.3146
10/9/2009,13.03,13.2963,12.6422,15.9912,18.2763
10/8/2009,13.0289,13.3558,12.5711,15.8703,18.3213
10/7/2009,13.0278,13.3846,12.4775,15.68,18.0004
10/6/2009,13.0268,13.3398,12.4369,15.661,18.0108
10/5/2009,13.0257,13.3475,12.2688,15.4356,17.658
10/2/2009,13.0224,13.3403,12.089,15.1373,17.4952
10/1/2009,13.0214,13.3555,12.1433,15.2524,17.6135
9/30/2009,13.0202,13.3046,12.4641,15.7393,18.1526
9/29/2009,13.0191,13.3104,12.5042,15.8438,18.0696
9/28/2009,13.018,13.3103,12.5322,15.836,18.1145
9/25/2009,13.0146,13.2935,12.311,15.5045,17.9476
9/24/2009,13.0135,13.2792,12.3857,15.5925,18.0239
9/23/2009,13.0124,13.2612,12.5037,15.8813,18.2793
9/22/2009,13.0113,13.2347,12.6304,16.0945,18.387
9/21/2009,13.0102,13.2186,12.5476,15.9443,18.1368
9/18/2009,13.0068,13.2199,12.5898,15.9805,18.341
9/17/2009,13.0057,13.2539,12.5574,15.9715,18.3371
9/16/2009,13.0045,13.2118,12.5938,16.0433,18.4287
9/15/2009,13.0034,13.2107,12.4025,15.7364,18.1083
9/14/2009,13.0023,13.2236,12.3639,15.5795,17.9902
9/11/2009,12.9989,13.2443,12.2859,15.4307,18.1249
9/10/2009,12.9978,13.2369,12.2997,15.4215,18.0874
9/9/2009,12.9967,13.1689,12.173,15.2251,17.8985
9/8/2009,12.9956,13.1658,12.0786,15.0136,17.7464
9/4/2009,12.9911,13.1612,11.9703,14.8283,17.3546
9/3/2009,12.99,13.2033,11.8147,14.6272,17.0532
9/2/2009,12.9889,13.2177,11.7142,14.4507,17.0636
9/1/2009,12.9878,13.1778,11.7497,14.5138,17.0047
8/31/2009,12.9866,13.1642,12.015,14.857,17.4896
8/28/2009,12.9831,13.1299,12.1121,15.0473,17.585
8/27/2009,12.9819,13.1169,12.1345,15.0551,17.5203
8/26/2009,12.9808,13.1245,12.0996,15.0274,17.3771
8/25/2009,12.9796,13.1117,12.0961,15.0309,17.4802
8/24/2009,12.9784,13.0918,12.0676,14.9685,17.4267
8/21/2009,12.9749,13.0525,12.0741,14.9964,17.325
8/20/2009,12.9738,13.0979,11.8509,14.7149,16.941
8/19/2009,12.9726,13.0775,11.7225,14.5613,16.8044
8/18/2009,12.9715,13.0569,11.641,14.4644,16.6462
8/17/2009,12.9703,13.0915,11.522,14.2513,16.4839
8/14/2009,12.9668,13.0693,11.8064,14.6722,16.9881
8/13/2009,12.9656,13.048,11.9077,14.8889,17.0675
8/12/2009,12.9645,12.9965,11.8247,14.7674,16.8048
8/11/2009,12.9633,13.0006,11.6863,14.5776,16.7042
8/10/2009,12.9622,12.967,11.8327,14.806,16.7954
8/7/2009,12.9587,12.9118,11.8714,14.8675,16.8289
8/6/2009,12.9575,12.9566,11.7141,14.5472,16.9121
8/5/2009,12.9563,12.9402,11.7787,14.6926,16.9374
8/4/2009,12.9552,12.9735,11.8092,14.7156,16.9586
8/3/2009,12.954,12.9827,11.7733,14.6141,17.0838
7/31/2009,12.9505,13.0296,11.5953,14.306,16.6768
7/30/2009,12.9494,12.9495,11.5866,14.3073,16.4198
7/29/2009,12.9482,12.9265,11.4496,14.0947,16.141
7/28/2009,12.947,12.9262,11.4992,14.2072,16.1896
7/27/2009,12.9459,12.9026,11.5293,14.2333,16.2439
7/24/2009,12.9424,12.9126,11.4952,14.1665,16.2488
7/23/2009,12.9412,12.8881,11.4594,14.0624,16.1212
7/22/2009,12.9401,12.9545,11.199,13.6808,15.9038
7/21/2009,12.9389,12.9806,11.2033,13.6245,15.8688
7/20/2009,12.9377,12.9177,11.1625,13.6204,15.7698
7/17/2009,12.9342,12.8741,11.036,13.4133,15.4142
7/16/2009,12.9331,12.8972,11.0401,13.4462,15.48
7/15/2009,12.9319,12.869,10.9448,13.2808,15.3888
7/14/2009,12.9308,12.9314,10.6297,12.8641,14.8613
7/13/2009,12.9296,12.976,10.5732,12.7605,14.8123
7/10/2009,12.9261,12.9765,10.3152,12.4623,14.5588
7/9/2009,12.925,12.9132,10.357,12.4701,14.6667
7/8/2009,12.9238,12.9628,10.32,12.4247,14.5543
7/7/2009,12.9226,12.89,10.3318,12.5105,14.6349
7/6/2009,12.9215,12.8692,10.5388,12.7761,14.9229
7/2/2009,12.9168,12.865,10.5117,12.8758,14.9603
7/1/2009,12.9157,12.831,10.8266,13.3031,15.4141
6/30/2009,12.9145,12.826,10.7785,13.1657,15.1965
6/29/2009,12.9133,12.8305,10.8699,13.1917,15.28
6/26/2009,12.9099,12.8248,10.7721,13.1289,15.1855
6/25/2009,12.9087,12.8093,10.7851,13.0327,15.1586
6/24/2009,12.9076,12.7434,10.5588,12.734,14.9879
6/23/2009,12.9064,12.7587,10.4898,12.5793,14.9086
6/22/2009,12.9053,12.7411,10.4655,12.6176,14.7388
6/19/2009,12.9018,12.6883,10.7941,13.1059,15.1783
6/18/2009,12.9006,12.6532,10.7603,13.0382,15.0331
6/17/2009,12.8995,12.7471,10.669,12.9811,14.974
6/16/2009,12.8983,12.7152,10.6838,12.9971,14.9918
6/15/2009,12.8972,12.6879,10.8189,13.2129,15.1378
6/12/2009,12.8937,12.6428,11.0818,13.5567,15.6496
6/11/2009,12.8925,12.5985,11.0657,13.5965,15.7131
6/10/2009,12.8914,12.5632,10.9969,13.5047,15.5301
6/9/2009,12.8902,12.5929,11.0336,13.5674,15.4225
6/8/2009,12.8891,12.5599,10.9951,13.4434,15.2453
6/5/2009,12.8856,12.5893,11.0042,13.5367,15.3506
6/4/2009,12.8844,12.6831,11.0306,13.5634,15.435
6/3/2009,12.8833,12.7492,10.904,13.3516,15.4194
6/2/2009,12.8821,12.7075,11.0531,13.5815,15.7978
6/1/2009,12.881,12.6643,11.0301,13.5157,15.7396
5/29/2009,12.88,12.7572,10.7529,13.0698,15.3631
5/28/2009,12.8769,12.6312,10.6085,12.8681,15.0001
5/27/2009,12.8759,12.63,10.4463,12.7631,15.0115
5/26/2009,12.8748,12.7041,10.6461,12.9847,15.1834
5/22/2009,12.8707,12.7249,10.3724,12.5166,14.9542
5/21/2009,12.8697,12.7513,10.3885,12.5799,14.8362
5/20/2009,12.8687,12.8017,10.561,12.8107,15.0631
5/19/2009,12.8677,12.7563,10.6152,12.863,14.8222
5/18/2009,12.8667,12.7394,10.6314,12.8526,14.6778
5/15/2009,12.8636,12.7665,10.3181,12.364,14.2313
5/14/2009,12.8626,12.7618,10.4342,12.4873,14.2375
5/13/2009,12.8616,12.7668,10.3277,12.2831,14.2019
5/12/2009,12.8605,12.7395,10.6077,12.8252,14.6078
5/11/2009,12.8595,12.7296,10.618,12.9788,14.544
5/8/2009,12.8564,12.6762,10.8463,13.2601,14.8379
5/7/2009,12.8554,12.664,10.5927,12.8285,14.269
5/6/2009,12.8544,12.6932,10.7333,13.1273,14.4281
5/5/2009,12.8534,12.675,10.5467,13.0203,14.1308
5/4/2009,12.8524,12.6591,10.5843,13.087,14.1962
5/1/2009,12.8493,12.6423,10.2385,12.5699,13.6547
4/30/2009,12.8484,12.6581,10.1829,12.5703,13.5467
4/29/2009,12.8475,12.6377,10.1915,12.5716,13.403
4/28/2009,12.8467,12.6562,9.9751,12.1524,13.0779
4/27/2009,12.8458,12.6818,10.0028,12.1157,13.2643
4/24/2009,12.8431,12.6416,10.1042,12.2874,13.384
4/23/2009,12.8423,12.6536,9.9363,11.9743,13.2009
4/22/2009,12.8414,12.6316,9.8375,12.0047,12.8979
4/21/2009,12.8405,12.6519,9.913,12.0255,12.9229
4/20/2009,12.8396,12.6735,9.7079,11.6604,12.7582
4/17/2009,12.837,12.6325,10.1405,12.3043,13.2739
4/16/2009,12.8361,12.6716,10.0901,12.1846,13.2756
4/15/2009,12.8352,12.6889,9.9354,11.8904,13.1409
4/14/2009,12.8344,12.6707,9.813,11.7276,13.1278
4/13/2009,12.8335,12.6338,10.0125,12.0423,13.1369
4/9/2009,12.8299,12.5826,9.9865,12.029,12.9857
4/8/2009,12.8291,12.6003,9.6206,11.426,12.6612
4/7/2009,12.8282,12.5679,9.5083,11.2249,12.5747
4/6/2009,12.8273,12.5473,9.7333,11.5993,12.8198
4/3/2009,12.8246,12.5461,9.8155,11.7663,13.018
4/2/2009,12.8238,12.5932,9.7216,11.5627,12.9882
4/1/2009,12.8229,12.6122,9.4486,11.0817,12.3778
3/31/2009,12.8219,12.5961,9.2925,10.931,12.0813
3/30/2009,12.8209,12.581,9.1722,10.7598,11.8523
3/27/2009,12.8178,12.5665,9.5031,11.1526,12.4004
3/26/2009,12.8168,12.5671,9.693,11.507,12.6417
3/25/2009,12.8158,12.5408,9.472,11.0567,12.5454
3/24/2009,12.8148,12.5671,9.3849,10.8965,12.3615
3/23/2009,12.8138,12.5517,9.577,11.2139,12.62
3/20/2009,12.8107,12.5529,8.9434,10.4482,11.9325
3/19/2009,12.8097,12.5637,9.1233,10.738,12.0857
3/18/2009,12.8087,12.5768,9.2436,10.7893,11.9887
3/17/2009,12.8077,12.4141,9.0542,10.4822,11.671
3/16/2009,12.8067,12.432,8.773,10.1128,11.4315
3/13/2009,12.8037,12.4488,8.8033,10.2591,11.2559
3/12/2009,12.8027,12.4491,8.7353,10.2165,11.1547
3/11/2009,12.8017,12.4378,8.3917,9.7272,10.9557
