date,  G,  F,  C,  S,  I
3/10/2009,12.8007,12.4139,8.3678,9.7202,10.8077
3/9/2009,12.7996,12.4323,7.8673,9.0631,10.2903
3/6/2009,12.7966,12.4677,7.9471,9.1863,10.5435
3/5/2009,12.7956,12.4802,7.9353,9.1733,10.5727
3/4/2009,12.7946,12.4222,8.2854,9.6425,10.9345
3/3/2009,12.7936,12.4572,8.0899,9.3843,10.595
3/2/2009,12.7926,12.4689,8.1444,9.4855,10.6648
2/27/2009,12.7907,12.4241,8.5403,10.062,11.2702
2/26/2009,12.7887,12.4297,8.7458,10.1508,11.3182
2/25/2009,12.7878,12.4376,8.8831,10.3182,11.3129
2/24/2009,12.7868,12.4933,8.9765,10.4849,11.5388
2/23/2009,12.7859,12.5048,8.6326,10.0317,11.272
2/20/2009,12.783,12.5108,8.9417,10.4275,11.6625
2/19/2009,12.782,12.4898,9.0432,10.5485,11.8055
2/18/2009,12.781,12.5445,9.1446,10.7111,11.804
2/17/2009,12.7801,12.5864,9.1531,10.8675,11.8416
2/13/2009,12.7762,12.5107,9.5872,11.3789,12.4687
2/12/2009,12.7753,12.5769,9.6849,11.4648,12.5923
2/11/2009,12.7743,12.5597,9.6652,11.4091,12.6559
2/10/2009,12.7733,12.5269,9.5856,11.3547,12.5489
2/9/2009,12.7724,12.4427,10.0792,11.8606,13.1123
2/6/2009,12.7695,12.4361,10.0649,11.8829,13.1021
2/5/2009,12.7685,12.4601,9.796,11.4791,12.76
2/4/2009,12.7676,12.4534,9.6386,11.3367,12.712
2/3/2009,12.7666,12.4811,9.7024,11.3607,12.7541
2/2/2009,12.7657,12.5241,9.5518,11.2725,12.414
1/30/2009,12.7642,12.4727,9.5571,11.2072,12.555
1/29/2009,12.7627,12.4805,9.7798,11.4316,12.7105
1/28/2009,12.762,12.5401,10.1145,11.8749,13.1258
1/27/2009,12.7612,12.5783,9.7839,11.426,12.8296
1/26/2009,12.7605,12.5274,9.6779,11.297,12.5697
1/23/2009,12.7582,12.5207,9.6237,11.2253,12.3497
1/22/2009,12.7575,12.5273,9.574,11.1614,12.4111
1/21/2009,12.7567,12.5357,9.721,11.4497,12.7273
1/20/2009,12.756,12.6068,9.3159,10.9369,12.2542
1/16/2009,12.753,12.6254,9.8341,11.6941,13.1173
1/15/2009,12.7522,12.6543,9.7595,11.5857,13.0431
1/14/2009,12.7515,12.6661,9.7467,11.4116,13.0201
1/13/2009,12.7507,12.649,10.0831,11.8936,13.5116
1/12/2009,12.75,12.6603,10.0651,11.7723,13.8177
1/9/2009,12.7478,12.6265,10.2964,12.1201,14.0893
1/8/2009,12.747,12.6172,10.5209,12.5059,14.5176
1/7/2009,12.7463,12.5956,10.4853,12.3632,14.3592
1/6/2009,12.7455,12.5616,10.8027,12.7747,14.5642
1/5/2009,12.7448,12.523,10.7202,12.5433,14.3648
1/2/2009,12.7425,12.5164,10.7682,12.4952,14.5482
12/31/2008,12.7406,12.5807,10.4343,12.2069,14.255
12/30/2008,12.7396,12.6157,10.2885,11.8475,14.2392
12/29/2008,12.7387,12.5924,10.0426,11.5013,13.8814
12/26/2008,12.7358,12.5713,10.0704,11.6768,13.7453
12/24/2008,12.7338,12.5487,10.017,11.5411,13.6398
12/23/2008,12.7329,12.5474,9.9545,11.5214,13.5765
12/22/2008,12.7319,12.5557,10.0513,11.6083,13.7507
12/19/2008,12.729,12.5635,10.2359,11.8933,13.8134
12/18/2008,12.728,12.5723,10.2102,11.7846,13.9413
12/17/2008,12.7271,12.5226,10.4269,11.9922,14.4265
12/16/2008,12.7261,12.447,10.5273,11.8976,14.4953
12/15/2008,12.7251,12.3755,10.0147,11.2174,13.6809
12/12/2008,12.7222,12.355,10.1433,11.5206,13.6238
12/11/2008,12.7213,12.3437,10.0712,11.2024,13.5675
12/10/2008,12.7203,12.3158,10.3629,11.7424,13.5099
12/9/2008,12.7193,12.2918,10.2413,11.4993,13.2732
12/8/2008,12.7184,12.2373,10.482,11.7721,13.3441
12/5/2008,12.7155,12.2333,10.0927,11.2807,12.7507
12/4/2008,12.7145,12.2715,9.7393,10.8064,12.5426
12/3/2008,12.7136,12.2147,10.032,11.1811,12.9203
12/2/2008,12.7126,12.2086,9.7748,10.9014,12.8277
12/1/2008,12.7116,12.1775,9.4002,10.4051,12.2414
11/28/2008,12.7103,12.1278,10.3237,11.6617,13.2411
11/26/2008,12.7051,12.1247,10.2245,11.5015,13.23
11/25/2008,12.7037,12.1048,9.8711,10.8942,13.1924
11/24/2008,12.7024,11.957,9.8053,10.6717,13.0181
11/21/2008,12.6985,11.9771,9.2069,9.9674,12.1847
11/20/2008,12.6972,11.9749,8.6601,9.425,11.4821
11/19/2008,12.6959,11.953,9.2824,10.1934,12.0957
11/18/2008,12.6946,11.9777,9.8863,11.0762,12.8654
11/17/2008,12.6933,11.9389,9.7857,11.1089,12.8353
11/14/2008,12.6893,11.9376,10.0423,11.3091,13.0416
11/13/2008,12.688,11.9251,10.4798,11.977,13.7687
11/12/2008,12.6867,12.0093,9.8031,11.1592,12.8746
11/10/2008,12.6841,11.957,10.5686,12.1443,14.0564
11/7/2008,12.6801,11.9223,10.7031,12.4456,14.2075
11/6/2008,12.6788,11.9505,10.3993,12.1716,13.602
11/5/2008,12.6775,11.9593,10.9457,12.7443,14.5174
11/4/2008,12.6762,11.9037,11.5469,13.4233,15.1468
11/3/2008,12.6749,11.7874,11.0949,13.1284,14.1772
10/31/2008,12.6711,11.7408,11.1223,13.1221,14.1951
10/30/2008,12.6698,11.7599,10.9547,12.6943,14.2298
10/29/2008,12.6686,11.7702,10.6769,12.1635,13.6292
10/28/2008,12.6673,11.7751,10.7956,11.8894,13.4986
10/27/2008,12.666,11.8262,9.7438,11.0751,12.0689
10/24/2008,12.6622,11.8831,10.0627,11.6048,12.6726
10/23/2008,12.6609,11.9782,10.4254,12.0062,13.6087
10/22/2008,12.6597,11.9595,10.2951,12.3237,13.3651
10/21/2008,12.6584,11.9429,10.9604,13.0626,14.3379
10/20/2008,12.6571,11.8409,11.3091,13.4172,15.0555
10/17/2008,12.6533,11.7901,10.7929,12.8766,14.2469
10/16/2008,12.6521,11.8081,10.8605,12.867,14.5069
10/15/2008,12.6508,11.7863,10.4196,12.3365,13.9249
10/14/2008,12.6495,11.7982,11.4593,13.6019,15.4268
10/10/2008,12.6445,11.8774,10.3219,12.5657,13.666
10/9/2008,12.6432,11.9243,10.4442,12.4303,14.2858
10/8/2008,12.642,12.0474,11.3045,13.4246,15.0058
10/7/2008,12.6407,12.1372,11.4287,13.6726,15.5558
10/6/2008,12.6394,12.1875,12.1217,14.5079,16.1462
10/3/2008,12.6356,12.1012,12.6079,15.2179,17.1325
10/2/2008,12.6344,12.0892,12.7802,15.5869,17.0826
10/1/2008,12.6331,12.0528,13.3138,16.4822,17.8734
9/30/2008,12.6318,12.03,13.3723,16.6083,17.8751
9/29/2008,12.6305,12.1782,12.6897,16.0536,17.4209
9/26/2008,12.6265,12.0843,13.9093,17.2688,19.1108
9/25/2008,12.6252,12.1021,13.862,17.3631,19.2396
9/24/2008,12.6239,12.1495,13.595,17.204,18.9001
9/23/2008,12.6226,12.1293,13.6212,17.3659,18.8931
9/22/2008,12.6213,12.1467,13.8374,17.6031,19.3392
9/19/2008,12.6174,12.1586,14.3857,18.5009,19.51
9/18/2008,12.6161,12.2439,13.8286,17.598,18.3038
9/17/2008,12.6148,12.2872,13.2522,16.7243,17.8556
9/16/2008,12.6135,12.313,13.9071,17.4875,18.4152
9/15/2008,12.6122,12.3584,13.6689,17.1047,18.5861
9/12/2008,12.6083,12.298,14.3448,17.8896,19.2385
9/11/2008,12.6069,12.3505,14.3139,17.7143,18.9416
9/10/2008,12.6056,12.351,14.1145,17.6206,19.0163
9/9/2008,12.6043,12.3691,14.0277,17.3953,18.8624
9/8/2008,12.603,12.3621,14.5234,18.0869,19.4912
9/5/2008,12.5991,12.2656,14.229,17.8867,19.0276
9/4/2008,12.5978,12.286,14.1659,17.8387,19.2068
9/3/2008,12.5965,12.2527,14.6025,18.3163,19.941
9/2/2008,12.5952,12.226,14.6247,18.3866,20.2025
8/29/2008,12.5925,12.1896,14.6844,18.5195,20.3833
8/28/2008,12.5884,12.1938,14.8877,18.6925,20.4024
8/27/2008,12.5871,12.1961,14.6674,18.3914,20.0717
8/26/2008,12.5857,12.1804,14.5487,18.1766,19.9947
8/25/2008,12.5844,12.1725,14.495,18.098,19.9794
8/22/2008,12.5803,12.1288,14.7852,18.4578,20.1422
8/21/2008,12.5789,12.1444,14.6177,18.2457,20.035
8/20/2008,12.5776,12.1775,14.5805,18.3049,19.9848
8/19/2008,12.5762,12.1248,14.4899,18.2226,19.8863
8/18/2008,12.5749,12.1352,14.6248,18.4246,20.2103
8/15/2008,12.5708,12.1203,14.8471,18.696,20.2948
8/14/2008,12.5695,12.0937,14.7849,18.6826,20.4655
8/13/2008,12.5681,12.0725,14.7029,18.528,20.4084
8/12/2008,12.5668,12.0916,14.7414,18.4523,20.8873
8/11/2008,12.5654,12.0489,14.92,18.6051,21.0507
8/8/2008,12.5614,12.0829,14.813,18.3507,20.95
8/7/2008,12.56,12.0825,14.4683,17.9861,20.8914
8/6/2008,12.5587,12.0154,14.7307,18.2758,21.218
8/5/2008,12.5574,12.0509,14.6747,18.1125,21.2371
8/4/2008,12.556,12.0672,14.264,17.7499,20.8374
8/1/2008,12.552,12.0863,14.3928,18.1166,21.0455
7/31/2008,12.5506,12.0787,14.4734,18.1265,21.2676
7/30/2008,12.5493,12.0437,14.6633,18.2949,21.514
7/29/2008,12.5479,12.0351,14.4214,18.0727,21.2588
7/28/2008,12.5466,12.0544,14.0916,17.6856,21.1143
7/25/2008,12.5425,11.9919,14.3578,17.9429,21.3672
7/24/2008,12.5412,12.0542,14.2985,17.7965,21.4356
7/23/2008,12.5398,11.9619,14.6365,18.3049,21.7337
7/22/2008,12.5385,11.972,14.577,18.2942,21.5255
7/21/2008,12.5371,11.9905,14.383,18.037,21.6069
7/18/2008,12.5331,11.976,14.3903,17.8625,21.3266
7/17/2008,12.5317,12.0177,14.3855,17.8871,21.2411
7/16/2008,12.5304,12.1026,14.2141,17.7023,20.9834
7/15/2008,12.529,12.1697,13.865,17.2346,20.6684
7/14/2008,12.5277,12.1562,14.0176,17.3828,21.1139
7/11/2008,12.5236,12.1146,14.1447,17.575,21.0751
7/10/2008,12.5223,12.1805,14.3022,17.5969,21.3129
7/9/2008,12.5209,12.1754,14.2032,17.4671,21.2969
7/8/2008,12.5196,12.1354,14.5327,17.8037,21.4046
7/7/2008,12.5183,12.0904,14.2839,17.387,21.5373
7/3/2008,12.5129,12.0705,14.404,17.5669,21.5501
7/2/2008,12.5115,12.0804,14.3879,17.7766,21.4215
7/1/2008,12.5102,12.0691,14.6539,18.2838,21.7343
6/30/2008,12.5,12.08,14.59,18.27,22.09
6/27/2008,12.5,12.07,14.57,18.38,21.98
6/26/2008,12.5,12.06,14.62,18.41,21.89
6/25/2008,12.5,12.02,15.06,18.87,22.41
6/24/2008,12.5,12.02,14.97,18.73,22.16
6/23/2008,12.49,11.99,15.02,18.98,22.14
6/20/2008,12.49,12.02,15.02,19.1,22.18
6/19/2008,12.49,11.99,15.3,19.4,22.54
6/18/2008,12.49,12.02,15.24,19.31,22.8
6/17/2008,12.49,11.96,15.39,19.47,22.97
6/16/2008,12.48,11.93,15.49,19.51,22.82
6/13/2008,12.48,11.93,15.49,19.36,22.75
6/12/2008,12.48,11.95,15.26,19.04,22.57
6/11/2008,12.48,12.03,15.21,19.02,22.62
6/10/2008,12.48,11.99,15.47,19.34,22.94
6/9/2008,12.47,12.07,15.51,19.47,23.3
6/6/2008,12.47,12.12,15.49,19.57,23.43
6/5/2008,12.47,12.09,15.98,20.08,24.07
6/4/2008,12.47,12.13,15.68,19.65,23.67
6/3/2008,12.47,12.16,15.68,19.62,23.77
6/2/2008,12.47,12.13,15.77,19.64,23.97
5/30/2008,12.46,12.09,15.93,19.78,24.05
5/29/2008,12.46,12.05,15.91,19.63,23.91
5/28/2008,12.46,12.09,15.82,19.49,24.04
5/27/2008,12.46,12.14,15.76,19.33,23.92
5/23/2008,12.45,12.19,15.65,19.15,24.15
5/22/2008,12.45,12.15,15.86,19.34,24.37
5/21/2008,12.45,12.21,15.81,19.25,24.12
5/20/2008,12.45,12.24,16.07,19.54,24.45
5/19/2008,12.45,12.21,16.22,19.6,24.66
5/16/2008,12.44,12.19,16.2,19.64,24.66
5/15/2008,12.44,12.19,16.18,19.59,24.42
5/14/2008,12.44,12.11,16.01,19.4,24.03
5/13/2008,12.44,12.13,15.94,19.38,23.96
5/12/2008,12.44,12.2,15.95,19.26,24.12
5/9/2008,12.43,12.21,15.77,19.05,23.82
5/8/2008,12.43,12.21,15.88,19.09,24.1
5/7/2008,12.43,12.17,15.82,18.99,23.82
5/6/2008,12.43,12.15,16.1,19.26,24.12
5/5/2008,12.43,12.17,15.98,19.1,24.08
5/2/2008,12.43,12.16,16.05,19.12,24.01
5/1/2008,12.42,12.19,16,19.13,23.89
4/30/2008,12.42,12.18,15.73,18.86,23.79
4/29/2008,12.42,12.13,15.79,18.88,23.77
4/28/2008,12.42,12.12,15.85,18.99,23.89
4/25/2008,12.42,12.08,15.86,18.94,23.73
4/24/2008,12.42,12.09,15.76,18.76,23.45
4/23/2008,12.41,12.15,15.66,18.6,23.68
4/22/2008,12.41,12.15,15.61,18.55,23.64
4/21/2008,12.41,12.15,15.75,18.81,23.74
4/18/2008,12.41,12.11,15.78,18.84,23.72
4/17/2008,12.41,12.09,15.5,18.58,23.36
4/16/2008,12.41,12.11,15.49,18.66,23.66
4/15/2008,12.41,12.18,15.14,18.18,22.89
4/14/2008,12.4,12.22,15.07,18.08,22.83
4/11/2008,12.4,12.23,15.12,18.13,22.84
4/10/2008,12.4,12.2,15.44,18.52,23.06
4/9/2008,12.4,12.24,15.37,18.34,23.22
4/8/2008,12.4,12.19,15.49,18.63,23.34
4/7/2008,12.4,12.19,15.56,18.64,23.61
4/4/2008,12.39,12.21,15.54,18.61,23.45
4/3/2008,12.39,12.13,15.53,18.56,23.26
4/2/2008,12.39,12.12,15.51,18.5,23.18
4/1/2008,12.39,12.15,15.53,18.44,23.16
3/31/2008,12.39,12.2,14.99,17.91,22.54
3/28/2008,12.38,12.18,14.91,17.79,22.48
3/27/2008,12.38,12.15,15.03,17.93,22.48
3/26/2008,12.38,12.17,15.2,18.12,22.52
3/25/2008,12.38,12.16,15.33,18.22,22.36
3/24/2008,12.38,12.14,15.3,18.06,22.03
3/20/2008,12.38,12.23,15.07,17.63,21.7
3/19/2008,12.37,12.21,14.71,17.3,21.41
3/18/2008,12.37,12.15,15.08,17.72,22.13
3/17/2008,12.37,12.2,14.47,17.05,21.52
3/14/2008,12.37,12.12,14.6,17.44,22.04
3/13/2008,12.37,12.07,14.9,17.8,22.48
3/12/2008,12.37,12.1,14.83,17.58,22.46
3/11/2008,12.36,12,14.96,17.7,22.33
3/10/2008,12.36,12.07,14.42,17.11,21.64
3/7/2008,12.36,12.03,14.65,17.52,21.91
3/6/2008,12.36,12,14.77,17.66,22.19
3/5/2008,12.36,12.02,15.1,18.15,22.43
3/4/2008,12.36,12.09,15.02,18.04,22.16
3/3/2008,12.36,12.15,15.07,18.14,22.48
2/29/2008,12.35,12.16,15.06,18.17,22.5
2/28/2008,12.35,12.09,15.48,18.63,23.07
2/27/2008,12.35,12.02,15.62,18.83,23.31
2/26/2008,12.35,12,15.63,18.89,23.22
2/25/2008,12.35,11.96,15.52,18.74,22.78
2/22/2008,12.34,12.02,15.31,18.39,22.45
2/21/2008,12.34,12.04,15.19,18.34,22.23
2/20/2008,12.34,11.95,15.38,18.62,22.23
2/19/2008,12.34,11.97,15.25,18.45,22.35
2/15/2008,12.34,12.04,15.26,18.4,22.03
2/14/2008,12.33,12.03,15.25,18.46,22.1
2/13/2008,12.33,12.1,15.46,18.75,22.12
2/12/2008,12.33,12.11,15.24,18.43,22.01
2/11/2008,12.33,12.14,15.13,18.36,21.54
2/8/2008,12.33,12.13,15.04,18.27,21.55
2/7/2008,12.33,12.1,15.11,18.28,21.57
2/6/2008,12.32,12.16,14.99,18.1,21.77
2/5/2008,12.32,12.18,15.09,18.32,21.85
2/4/2008,12.32,12.15,15.59,18.82,22.94
2/1/2008,12.32,12.16,15.76,18.97,22.97
1/31/2008,12.32,12.14,15.57,18.55,22.65
1/30/2008,12.32,12.11,15.31,18.18,22.45
1/29/2008,12.31,12.14,15.38,18.37,22.44
1/28/2008,12.31,12.17,15.28,18.23,22.31
1/25/2008,12.31,12.16,15.02,17.87,22.19
1/24/2008,12.31,12.12,15.26,17.99,22.25
1/23/2008,12.31,12.23,15.11,17.84,21.45
1/22/2008,12.31,12.2,14.79,17.41,21.58
1/18/2008,12.3,12.14,14.96,17.47,22.54
1/17/2008,12.3,12.14,15.05,17.58,22.37
1/16/2008,12.3,12.11,15.5,18.04,22.73
1/15/2008,12.3,12.12,15.58,18.09,23.15
1/14/2008,12.29,12.09,15.98,18.49,23.86
1/11/2008,12.29,12.08,15.81,18.34,23.67
1/10/2008,12.29,12.03,16.03,18.64,24.02
1/9/2008,12.29,12.07,15.9,18.44,23.95
1/8/2008,12.29,12.05,15.69,18.36,23.88
1/7/2008,12.29,12.06,15.97,18.76,24.04
1/4/2008,12.28,12.04,15.92,18.8,24.01
1/3/2008,12.28,12.01,16.32,19.37,24.7
1/2/2008,12.28,12.01,16.32,19.53,24.6
